id,productId,name,sale_price,original_price,default_style
97,30,"Green",null,191,0
98,31,"Silver",null,954,1
99,31,"Green",null,954,0
100,31,"Maroon",245,954,0
101,31,"White",447,954,0
102,32,"Cyan",null,263,1
103,32,"White",null,263,0
104,32,"Red",null,263,0
105,34,"Lavender",null,465,1
106,34,"Maroon",null,465,0
107,34,"Pink",null,465,0
108,35,"Indigo",null,256,1
109,35,"Magenta",null,256,0
110,35,"Turquoise",null,256,0
111,35,"Purple",null,256,0
112,37,"Sky blue",null,12,1
113,37,"Salmon",null,17,0
114,40,"Blue",null,556,1
115,40,"Violet",null,556,0
116,40,"Tan",null,556,0
117,40,"Lime",null,556,0
118,40,"White",null,556,0
119,41,"Yellow",null,653,1
120,41,"Tan",null,653,0
121,42,"Sky blue",419,603,1
122,42,"Green",null,603,0
123,43,"Grey",null,286,1
124,44,"Cyan",null,681,1
125,44,"Turquoise",null,681,0
126,45,"Black",null,793,1
127,46,"Black",null,858,1
128,46,"Green",null,858,0
129,46,"Indigo",545,1252,0
130,47,"Azure",null,219,1
131,47,"Mint green",null,219,0
132,49,"Ivory",null,874,1
133,50,"Tan",null,950,1
134,50,"Plum",null,950,0
135,51,"Salmon",null,813,1
136,51,"Violet",null,813,0
137,51,"Red",null,813,0
138,52,"Orange",null,858,1
139,54,"White",null,782,1
140,54,"Azure",null,782,0
141,54,"Tan",null,782,0
142,55,"Lavender",null,532,1
143,57,"Sky blue",null,818,1
144,59,"Lavender",null,319,1
145,59,"Grey",null,319,0
146,59,"Grey",null,319,0
147,60,"White",null,29,1
148,60,"Indigo",19,29,0
149,60,"Azure",null,29,0
150,60,"Turquoise",null,29,0
151,61,"Purple",null,740,1
152,61,"White",null,740,0
153,62,"Purple",null,830,1
154,62,"Ivory",null,496,0
155,63,"Red",null,370,1
156,63,"Grey",null,370,0
157,63,"Mint green",90,370,0
158,64,"Mint green",null,463,1
159,65,"Cyan",null,926,1
160,66,"White",null,905,1
161,66,"Maroon",null,905,0
162,67,"Ivory",null,316,1
163,68,"Teal",159,636,1
164,68,"Silver",null,636,0
165,69,"Pink",null,121,1
166,70,"Mint green",null,998,1
167,70,"White",null,998,0
168,71,"Ivory",null,401,1
169,71,"Tan",null,379,0
170,71,"Ivory",null,379,0
171,72,"Purple",null,9,1
172,74,"Blue",null,470,1
173,74,"Grey",null,470,0
174,75,"Purple",null,1137,1
175,75,"Pink",null,815,0
176,76,"Red",null,532,1
177,78,"Purple",null,273,1
178,81,"Maroon",null,586,1
179,81,"Red",null,586,0
180,81,"Olive",null,420,0
181,81,"Pink",null,602,0
182,81,"Fuchsia",null,586,0
183,82,"Blue",null,460,1
184,82,"Purple",null,460,0
185,82,"Fuchsia",null,460,0
186,82,"Teal",null,460,0
187,83,"Lime",null,1,1
188,83,"Plum",null,1,0
189,85,"Violet",null,809,1
190,86,"Silver",null,251,1
191,87,"Orange",78,362,1
192,87,"Violet",null,248,0
193,87,"Lime",null,248,0
194,87,"Tan",null,248,0
195,87,"Magenta",null,248,0
196,87,"Sky blue",null,248,0
197,87,"Ivory",null,248,0
198,88,"Purple",null,522,1
199,89,"White",null,539,1
200,90,"Magenta",null,202,1
201,90,"Purple",null,202,0
202,90,"Maroon",null,202,0
203,91,"Magenta",null,400,1
204,91,"Black",null,400,0
205,91,"Tan",null,400,0
206,92,"Olive",null,24,1
207,93,"Silver",null,677,1
208,93,"Fuchsia",null,677,0
209,93,"Maroon",null,677,0
210,95,"Fuchsia",null,420,1
211,95,"Fuchsia",null,554,0
212,95,"Olive",null,420,0
213,96,"Purple",null,86,1
214,96,"White",null,106,0
215,96,"Blue",null,86,0
216,97,"Lime",null,971,1
217,98,"Sky blue",35,39,1
218,98,"Salmon",null,39,0
219,98,"Indigo",null,39,0
220,98,"Turquoise",null,39,0
221,98,"Maroon",17,39,0
222,99,"Turquoise",58,366,1
223,102,"Orange",null,990,1
224,102,"Teal",null,990,0
225,102,"Green",null,990,0
226,103,"Gold",null,818,1
227,103,"Plum",null,818,0
228,105,"Black",null,176,1
229,106,"Plum",null,369,1
230,106,"Yellow",null,369,0
231,106,"Blue",null,369,0
232,106,"Grey",null,369,0
233,107,"Violet",null,785,1
234,109,"Red",null,385,1
235,109,"Tan",null,385,0
236,109,"Cyan",null,385,0
237,110,"Lavender",null,441,1
238,110,"Orchid",null,441,0
239,110,"Lime",null,441,0
240,111,"Green",null,967,1
241,111,"Teal",709,967,0
242,111,"Orange",null,967,0
243,112,"White",null,647,1
244,113,"Olive",null,774,1
245,113,"Pink",null,774,0
246,113,"Black",null,774,0
247,113,"Silver",null,774,0
248,114,"Green",null,388,1
249,114,"Grey",null,388,0
250,114,"Salmon",54,388,0
251,114,"Black",null,388,0
252,116,"Red",null,195,1
253,116,"Indigo",null,195,0
254,117,"Gold",263,285,1
255,118,"Silver",null,821,1
256,118,"Tan",212,821,0
257,118,"Cyan",null,821,0
258,118,"Turquoise",170,821,0
259,119,"Salmon",null,136,1
260,119,"Salmon",51,136,0
261,119,"Blue",null,136,0
262,121,"Cyan",null,937,1
263,121,"Magenta",null,937,0
264,124,"Cyan",null,479,1
265,124,"Orchid",null,479,0
266,124,"Mint green",null,479,0
267,125,"Lavender",null,598,1
268,125,"Azure",null,598,0
269,125,"Gold",null,598,0
270,125,"Gold",null,634,0
271,125,"Orchid",null,598,0
272,125,"Fuchsia",null,598,0
273,126,"Orchid",null,354,1
274,126,"Blue",null,354,0
275,126,"Maroon",null,354,0
276,127,"Ivory",222,293,1
277,127,"Magenta",null,581,0
278,129,"Magenta",11,61,1
279,130,"Teal",null,18,1
280,132,"Sky blue",null,968,1
281,132,"Salmon",null,968,0
282,132,"Yellow",null,968,0
283,133,"Teal",null,781,1
284,134,"Lavender",null,759,1
285,136,"Azure",null,854,1
286,136,"Lime",null,854,0
287,136,"Yellow",null,854,0
288,137,"Olive",null,886,1
289,137,"Indigo",null,886,0
290,138,"Lavender",null,954,1
291,139,"Green",null,778,1
292,139,"Yellow",86,620,0
293,141,"Fuchsia",null,786,1
294,141,"Indigo",null,786,0
295,141,"Mint green",null,786,0
296,141,"Magenta",null,786,0
297,143,"White",null,78,1
298,143,"Mint green",null,78,0
299,143,"Azure",40,78,0
300,143,"Magenta",null,78,0
301,144,"Yellow",null,74,1
302,145,"Grey",null,53,1
303,145,"Gold",null,53,0
304,146,"Blue",null,59,1
305,147,"Salmon",1,134,1
306,147,"Green",null,128,0
307,147,"Silver",null,128,0
308,147,"Red",null,128,0
309,149,"Orange",null,574,1
310,149,"Salmon",null,574,0
311,149,"Lavender",113,574,0
312,149,"Purple",null,574,0
313,151,"Maroon",null,89,1
314,151,"Salmon",null,89,0
315,151,"Magenta",25,123,0
316,152,"Salmon",null,1243,1
317,152,"Purple",null,946,0
318,152,"Cyan",null,946,0
319,153,"Violet",null,773,1
320,153,"Lime",null,773,0
321,153,"Lime",102,867,0
322,153,"Salmon",null,773,0
323,154,"Azure",null,547,1
324,155,"Magenta",261,969,1
325,155,"Maroon",null,969,0
326,156,"Lavender",null,367,1
327,157,"Magenta",null,997,1
328,158,"Lavender",null,617,1
329,159,"Orchid",null,536,1
330,160,"Ivory",null,252,1
331,160,"Azure",null,252,0
332,161,"Fuchsia",null,407,1
333,161,"Yellow",null,407,0
334,163,"Turquoise",null,815,1
335,163,"Violet",null,815,0
336,163,"Orchid",null,815,0
337,163,"Black",null,815,0
338,164,"Orange",null,475,1
339,164,"Green",null,475,0
340,164,"Orchid",null,282,0
341,164,"Azure",null,475,0
342,165,"Red",null,701,1
343,166,"Mint green",70,81,1
344,166,"Lime",75,81,0
345,166,"Gold",null,70,0
346,168,"White",350,389,1
347,168,"Orange",null,624,0
348,168,"Violet",null,624,0
349,168,"Lavender",null,371,0
350,169,"Blue",null,3,1
351,169,"White",null,5,0
352,169,"Magenta",null,4,0
353,170,"Red",null,418,1
354,170,"Indigo",null,458,0
355,170,"Lavender",null,458,0
356,170,"Purple",null,458,0
357,171,"Lime",null,836,1
358,171,"Salmon",null,836,0
359,172,"Salmon",227,446,1
360,173,"Lime",null,54,1
361,173,"Fuchsia",null,78,0
362,173,"Salmon",null,78,0
363,173,"Blue",null,78,0
364,174,"Sky blue",null,830,1
365,175,"Lime",null,254,1
366,175,"Lime",null,254,0
367,175,"Red",null,254,0
368,175,"Yellow",159,254,0
369,176,"Lavender",null,871,1
370,176,"Turquoise",null,871,0
371,176,"Blue",null,871,0
372,178,"Azure",null,28,1
373,178,"Red",null,28,0
374,178,"Gold",null,28,0
375,178,"Mint green",null,28,0
376,179,"Azure",null,961,1
377,179,"Azure",267,961,0
378,179,"Green",null,961,0
379,179,"Gold",null,961,0
380,180,"Lime",null,727,1
381,180,"Violet",null,727,0
382,181,"Lime",null,165,1
383,181,"Sky blue",121,165,0
384,182,"Sky blue",null,309,1
385,182,"Plum",null,309,0
386,182,"Lime",null,309,0
387,183,"Pink",null,738,1
388,183,"Mint green",null,738,0
389,183,"Salmon",null,738,0
390,185,"Teal",null,80,1
391,185,"Plum",null,80,0
392,185,"Lime",null,80,0
393,186,"Grey",null,833,1
394,187,"Silver",null,588,1
395,187,"Olive",null,588,0
396,187,"Magenta",null,588,0
397,188,"Maroon",null,300,1
398,188,"Lavender",null,300,0
399,188,"Orange",null,300,0
400,189,"Salmon",null,196,1
401,189,"Black",null,196,0
402,189,"Black",null,196,0
403,189,"Maroon",null,178,0
404,189,"Maroon",null,196,0
405,189,"Yellow",null,196,0
406,190,"Blue",null,642,1
407,190,"Red",null,642,0
408,190,"Lime",null,642,0
409,191,"Red",null,823,1
410,191,"Salmon",null,823,0
411,192,"Teal",null,34,1
412,192,"Blue",null,34,0
413,192,"Mint green",null,34,0
414,193,"Lime",null,846,1
415,194,"Turquoise",null,862,1
416,195,"Salmon",null,276,1
417,195,"Orange",null,276,0
418,195,"Orchid",null,276,0
419,195,"Orchid",null,274,0
420,196,"Salmon",8,996,1
421,196,"Blue",null,996,0
422,196,"Teal",null,996,0
423,197,"Fuchsia",null,891,1
424,198,"Magenta",null,253,1
425,198,"Mint green",null,253,0
426,199,"Maroon",null,162,1
427,200,"White",null,972,1
428,200,"Tan",null,972,0
429,200,"Blue",null,972,0
430,200,"Orange",null,972,0
431,201,"Magenta",null,809,1
432,201,"Lavender",null,809,0
433,201,"Indigo",null,809,0
434,201,"Sky blue",null,809,0
435,202,"White",null,648,1
436,203,"Pink",562,707,1
437,203,"Turquoise",null,386,0
438,203,"Violet",null,886,0
439,203,"Sky blue",null,707,0
440,204,"Red",null,751,1
441,204,"Mint green",null,751,0
442,204,"Olive",null,751,0
443,204,"Magenta",null,751,0
444,204,"Yellow",null,751,0
445,205,"Plum",null,232,1
446,206,"Olive",null,263,1
447,206,"Silver",null,263,0
448,206,"Maroon",104,263,0
449,207,"Cyan",null,755,1
450,207,"Silver",null,755,0
451,207,"Lavender",null,1040,0
452,207,"Black",null,755,0
453,207,"Plum",null,755,0
454,208,"Violet",null,263,1
455,208,"Gold",null,263,0
456,208,"Magenta",null,345,0
457,210,"Salmon",null,245,1
458,210,"Red",null,452,0
459,212,"Salmon",null,294,1
460,213,"Silver",null,36,1
461,213,"Magenta",null,36,0
462,213,"Blue",null,36,0
463,213,"Azure",null,36,0
464,214,"Indigo",498,551,1
465,215,"Blue",null,365,1
466,215,"White",null,365,0
467,215,"Ivory",362,365,0
468,216,"Pink",427,675,1
469,216,"Azure",null,675,0
470,216,"Lavender",585,675,0
471,216,"Cyan",null,675,0
472,216,"Ivory",null,675,0
473,217,"Salmon",null,573,1
474,217,"Mint green",null,573,0
475,217,"Indigo",null,573,0
476,218,"Sky blue",null,848,1
477,221,"Mint green",null,601,1
478,221,"Cyan",null,601,0
479,221,"Purple",null,601,0
480,221,"Black",601,601,0
481,222,"Azure",null,40,1
482,222,"Sky blue",null,83,0
483,222,"Magenta",null,68,0
484,223,"Lime",null,90,1
485,223,"Green",null,90,0
486,224,"Violet",null,656,1
487,224,"Black",null,656,0
488,225,"Green",159,300,1
489,225,"Gold",null,300,0
490,226,"Azure",null,560,1
491,227,"Lime",null,988,1
492,227,"Pink",388,988,0
493,228,"Azure",null,69,1
494,228,"Pink",null,69,0
495,229,"Sky blue",null,446,1
496,229,"Grey",null,446,0
497,229,"Red",null,446,0
498,230,"Blue",null,530,1
499,230,"Salmon",null,530,0
500,230,"Violet",null,530,0
501,230,"Purple",null,530,0
502,231,"Orange",null,220,1
503,231,"Lavender",null,220,0
504,231,"Purple",null,296,0
505,232,"Lavender",null,469,1
506,232,"Ivory",null,469,0
507,232,"Violet",null,469,0
508,232,"Indigo",null,469,0
509,232,"Azure",null,328,0
510,232,"Lime",null,469,0
511,233,"Maroon",null,445,1
512,235,"Orange",null,388,1
513,235,"Green",null,388,0
514,237,"Teal",null,399,1
515,237,"Green",null,399,0
516,237,"Yellow",null,463,0
517,238,"Yellow",null,173,1
518,238,"Silver",null,173,0
519,239,"Indigo",null,135,1
520,239,"Teal",40,135,0
521,240,"Sky blue",null,517,1
522,241,"Purple",570,701,1
523,241,"Turquoise",null,701,0
524,242,"White",null,336,1
525,243,"Purple",null,37,1
526,243,"Turquoise",null,51,0
527,243,"White",null,51,0
528,243,"Red",null,51,0
529,246,"Ivory",null,270,1
530,246,"Magenta",263,270,0
531,247,"Ivory",null,586,1
532,248,"Maroon",null,151,1
533,250,"White",null,535,1
534,251,"Violet",null,972,1
535,251,"Black",null,972,0
536,251,"Turquoise",null,972,0
537,252,"White",null,948,1
538,252,"Maroon",801,948,0
539,252,"Cyan",null,948,0
540,254,"Tan",null,99,1
541,254,"Fuchsia",null,99,0
542,255,"Fuchsia",null,781,1
543,255,"Black",null,781,0
544,255,"Lavender",null,781,0
545,256,"Ivory",null,130,1
546,256,"Pink",null,191,0
547,257,"Black",null,844,1
548,258,"Grey",null,381,1
549,258,"Magenta",null,690,0
550,258,"Gold",null,690,0
551,259,"Ivory",324,347,1
552,259,"Purple",null,347,0
553,260,"Grey",null,626,1
554,260,"Gold",null,626,0
555,260,"Blue",null,555,0
556,261,"Mint green",null,408,1
557,261,"Azure",null,408,0
558,261,"Black",null,408,0
559,262,"Indigo",null,154,1
560,262,"Indigo",null,154,0
561,262,"Lavender",null,154,0
562,264,"Violet",null,537,1
563,265,"Silver",null,83,1
564,265,"Olive",null,83,0
565,268,"Ivory",null,612,1
566,268,"Azure",null,612,0
567,269,"Fuchsia",null,83,1
568,272,"Tan",null,168,1
569,272,"Blue",null,128,0
570,272,"Tan",69,81,0
571,273,"Mint green",null,1000,1
572,274,"Lavender",null,507,1
573,274,"Turquoise",null,507,0
574,276,"Blue",null,230,1
575,277,"Black",null,36,1
576,278,"White",null,187,1
577,278,"White",null,187,0
578,278,"Lime",null,187,0
579,278,"Maroon",null,187,0
580,279,"Blue",null,1052,1
581,280,"Silver",null,4,1
582,280,"Ivory",null,4,0
583,281,"Black",null,799,1
584,281,"Black",416,799,0
585,281,"Violet",null,799,0
586,282,"Tan",null,40,1
587,283,"Silver",null,58,1
588,283,"Magenta",null,58,0
589,283,"Grey",null,58,0
590,284,"Teal",null,827,1
591,284,"Tan",null,827,0
592,284,"Red",null,827,0
593,284,"Cyan",null,827,0
594,284,"Blue",null,827,0
595,285,"Red",null,707,1
596,285,"Violet",null,707,0
597,285,"Azure",null,707,0
598,286,"Orange",null,648,1
599,286,"Black",null,648,0
600,287,"Pink",null,893,1
601,287,"Grey",null,893,0
602,287,"Lime",null,1050,0
603,287,"Salmon",null,1127,0
604,287,"Silver",null,893,0
605,287,"Plum",129,693,0
606,288,"Maroon",null,583,1
607,288,"Sky blue",null,661,0
608,288,"Azure",null,583,0
609,288,"Green",null,583,0
610,289,"Black",null,545,1
611,289,"Gold",null,545,0
612,289,"Red",null,545,0
613,289,"Sky blue",null,545,0
614,290,"Purple",null,1153,1
615,292,"Grey",null,39,1
616,292,"Grey",null,39,0
617,293,"Red",null,488,1
618,293,"Green",null,488,0
619,294,"Yellow",null,842,1
620,295,"Maroon",null,899,1
621,296,"Azure",null,32,1
622,296,"Azure",null,44,0
623,296,"Turquoise",null,32,0
624,297,"Indigo",null,318,1
625,298,"Black",null,720,1
626,299,"Magenta",null,61,1
627,300,"Yellow",null,442,1
628,300,"Mint green",null,829,0
629,300,"Maroon",null,829,0
630,300,"Black",null,829,0
631,301,"Gold",null,50,1
632,302,"Gold",null,781,1
633,302,"Ivory",684,781,0
634,302,"Maroon",null,781,0
635,304,"Sky blue",null,961,1
636,304,"Tan",null,961,0
637,304,"Mint green",null,961,0
638,306,"Orange",null,134,1
639,306,"Indigo",75,134,0
640,307,"Silver",null,494,1
641,307,"Ivory",null,494,0
642,308,"Lavender",null,59,1
643,310,"White",null,205,1
644,310,"Yellow",196,205,0
645,311,"Grey",null,354,1
646,311,"Red",null,354,0
647,311,"Violet",null,354,0
648,312,"Tan",null,272,1
649,313,"Violet",null,36,1
650,313,"Maroon",null,36,0
651,313,"Lime",null,21,0
652,314,"Maroon",null,53,1
653,314,"Indigo",null,53,0
654,315,"Maroon",813,993,1
655,315,"Gold",134,993,0
656,316,"Salmon",null,343,1
657,316,"Silver",null,211,0
658,316,"Gold",null,343,0
659,316,"Green",null,415,0
660,317,"Violet",null,171,1
661,317,"Lavender",null,171,0
662,317,"Turquoise",null,242,0
663,317,"Gold",null,185,0
664,317,"Mint green",null,171,0
665,317,"Red",138,171,0
666,317,"Grey",null,171,0
667,318,"Lime",null,71,1
668,319,"Orange",null,298,1
669,319,"Yellow",null,298,0
670,320,"Green",null,93,1
671,320,"Purple",null,93,0
672,321,"Silver",null,338,1
673,322,"Grey",null,961,1
674,322,"Mint green",null,961,0
675,322,"Lavender",null,961,0
676,322,"Red",null,961,0
677,323,"Teal",null,237,1
678,323,"White",null,237,0
679,323,"Salmon",null,237,0
680,323,"Salmon",null,237,0
681,324,"Red",null,254,1
682,324,"Black",null,254,0
683,325,"White",null,286,1
684,325,"Black",null,286,0
685,326,"Azure",null,868,1
686,326,"Orchid",null,1173,0
687,326,"Ivory",null,868,0
688,328,"Red",null,955,1
689,328,"Lavender",null,955,0
690,328,"Teal",null,955,0
691,328,"Azure",null,955,0
692,329,"Silver",null,121,1
693,329,"Green",null,106,0
694,330,"Lime",null,308,1
695,331,"Pink",null,88,1
696,331,"Ivory",null,164,0
697,331,"Teal",null,164,0
698,331,"Yellow",null,164,0
699,332,"Salmon",119,843,1
700,332,"Sky blue",210,761,0
701,333,"Red",null,311,1
702,333,"Sky blue",null,311,0
703,333,"Purple",145,311,0
704,335,"Orange",null,29,1
705,335,"Green",null,29,0
706,335,"Indigo",null,29,0
707,335,"Lavender",null,29,0
708,337,"Purple",null,939,1
709,337,"Turquoise",null,939,0
710,337,"Tan",635,939,0
711,338,"White",null,332,1
712,338,"Ivory",null,443,0
713,339,"Orange",77,181,1
714,339,"Sky blue",115,176,0
715,339,"Silver",null,176,0
716,339,"Orchid",null,176,0
717,339,"Salmon",null,88,0
718,339,"Green",null,176,0
719,340,"Gold",null,172,1
720,340,"Plum",78,172,0
721,341,"Violet",null,437,1
722,342,"Indigo",null,685,1
723,343,"Cyan",462,466,1
724,345,"Violet",null,612,1
725,345,"Olive",null,612,0
726,345,"Cyan",null,612,0
727,346,"Sky blue",null,350,1
728,346,"Plum",null,350,0
729,348,"Sky blue",null,530,1
730,349,"Cyan",null,350,1
731,350,"Pink",null,291,1
732,350,"Orchid",null,571,0
733,350,"Red",null,577,0
734,350,"Grey",null,577,0
735,353,"Maroon",null,366,1
736,353,"Ivory",null,620,0
737,353,"Purple",null,620,0
738,354,"Pink",null,927,1
739,354,"Tan",null,927,0
740,355,"Fuchsia",null,825,1
741,356,"Maroon",null,616,1
742,356,"Blue",null,616,0
743,356,"Azure",null,616,0
744,356,"Indigo",null,616,0
745,357,"Azure",null,296,1
746,357,"Black",null,296,0
747,358,"Magenta",null,895,1
748,358,"Green",null,895,0
749,359,"Orange",25,51,1
750,359,"Fuchsia",null,54,0
751,360,"Olive",null,91,1
752,360,"Pink",null,91,0
753,360,"Maroon",null,91,0
754,360,"Salmon",null,91,0
755,361,"Lavender",null,298,1
756,362,"Magenta",null,572,1
757,362,"Red",null,572,0
758,362,"White",null,572,0
759,363,"Blue",null,639,1
760,363,"Cyan",null,721,0
761,363,"Salmon",null,639,0
762,363,"Ivory",null,639,0
763,364,"Grey",null,859,1
764,364,"Blue",null,859,0
765,364,"Violet",null,1287,0
766,365,"Red",null,880,1
767,365,"Azure",null,880,0
768,365,"Cyan",null,880,0
769,365,"Ivory",null,880,0
770,367,"Olive",null,141,1
771,367,"Indigo",null,141,0
772,367,"Violet",79,141,0
773,368,"Indigo",null,465,1
774,368,"Green",null,465,0
775,369,"Plum",null,75,1
776,369,"Yellow",null,75,0
777,369,"Magenta",null,75,0
778,369,"Violet",null,75,0
779,370,"Silver",null,399,1
780,370,"Grey",null,399,0
781,371,"Purple",null,489,1
782,372,"Tan",null,112,1
783,372,"Lime",null,112,0
784,372,"Magenta",null,117,0
785,372,"Magenta",null,112,0
786,372,"Olive",69,112,0
787,373,"Green",null,698,1
788,373,"Indigo",null,530,0
789,373,"Orange",null,530,0
790,373,"Azure",null,530,0
791,374,"Lavender",210,391,1
792,374,"Orchid",null,391,0
793,374,"Yellow",null,391,0
794,374,"White",61,391,0
795,375,"Green",233,729,1
796,375,"Tan",null,729,0
797,376,"Red",286,565,1
798,378,"Indigo",null,910,1
799,378,"Grey",null,910,0
800,378,"Orange",null,910,0
801,379,"Purple",null,41,1
802,379,"Lavender",null,41,0
803,380,"Pink",null,721,1
804,380,"Azure",null,721,0
805,380,"Gold",null,831,0
806,382,"Fuchsia",null,785,1
807,382,"Salmon",178,785,0
808,383,"Ivory",null,911,1
809,383,"Maroon",null,911,0
810,383,"Salmon",null,911,0
811,384,"Teal",null,849,1
812,384,"Pink",null,954,0
813,384,"Pink",null,954,0
814,384,"Orange",null,954,0
815,385,"Cyan",null,490,1
816,385,"Violet",null,679,0
817,385,"Salmon",null,428,0
818,386,"Salmon",null,230,1
819,386,"Violet",null,230,0
820,386,"Pink",null,230,0
821,386,"Azure",null,230,0
822,388,"Ivory",null,827,1
823,389,"Red",null,261,1
824,389,"Tan",null,261,0
825,389,"Plum",null,261,0
826,389,"Salmon",null,152,0
827,390,"Plum",null,254,1
828,390,"White",null,408,0
829,390,"Magenta",null,408,0
830,391,"Yellow",null,217,1
831,392,"Lavender",null,114,1
832,392,"Ivory",null,107,0
833,392,"Violet",null,114,0
834,392,"Indigo",null,114,0
835,393,"White",571,709,1
836,393,"Indigo",null,540,0
837,394,"Fuchsia",null,203,1
838,394,"Pink",null,203,0
839,395,"Maroon",null,323,1
840,396,"Orange",null,692,1
841,396,"Lavender",null,692,0
842,396,"Plum",null,692,0
843,396,"Violet",null,692,0
844,397,"Tan",null,678,1
845,397,"Plum",null,678,0
846,399,"Yellow",null,386,1
847,400,"Turquoise",null,269,1
848,400,"Black",null,269,0
849,401,"Gold",null,832,1
850,401,"Maroon",null,596,0
851,402,"Yellow",null,413,1
852,402,"Pink",null,377,0
853,402,"Cyan",33,377,0
854,403,"Magenta",null,476,1
855,403,"Green",null,476,0
856,403,"Olive",null,476,0
857,404,"Black",null,690,1
858,404,"Violet",null,690,0
859,404,"Yellow",null,690,0
860,405,"Orange",null,719,1
861,405,"Black",null,1004,0
862,405,"Orange",null,719,0
863,405,"Fuchsia",86,719,0
864,405,"Lavender",null,719,0
865,405,"Plum",null,719,0
866,408,"Silver",null,121,1
867,408,"Azure",null,145,0
868,408,"Indigo",null,121,0
869,409,"Purple",426,782,1
870,409,"Lime",null,782,0
871,410,"Violet",null,572,1
872,410,"Black",516,572,0
873,410,"Turquoise",null,572,0
874,411,"Pink",null,698,1
875,411,"Azure",null,698,0
876,411,"Sky blue",null,698,0
877,411,"Azure",null,1044,0
878,412,"Maroon",null,576,1
879,412,"Turquoise",null,576,0
880,412,"Lime",null,576,0
881,413,"Red",null,31,1
882,413,"Silver",null,31,0
883,414,"Mint green",223,770,1
884,414,"Red",null,770,0
885,414,"Indigo",null,770,0
886,414,"Red",null,770,0
887,415,"Red",null,851,1
888,415,"Violet",null,851,0
889,415,"Fuchsia",null,851,0
890,415,"Mint green",null,851,0
891,417,"Fuchsia",null,164,1
892,419,"Lavender",null,376,1
893,420,"Orchid",null,240,1
894,420,"Cyan",26,229,0
895,420,"Lime",null,240,0
896,421,"Grey",null,14,1
897,421,"Turquoise",4,14,0
898,421,"Maroon",null,14,0
899,421,"Salmon",null,14,0
900,422,"Indigo",null,343,1
901,422,"Red",null,343,0
902,423,"Plum",null,558,1
903,423,"Tan",null,558,0
